no_of_dependents,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_income_ratio,emi_proxy,emi_income_ratio,asset_total,education_ Not Graduate,self_employed_ Yes,loan_status
3,8800000,30700000,12,707,15000000,100000,32800000,8000000,3.488636363636363,2558333.333120139,0.2907196969454703,55900000,True,False,1
1,2600000,7200000,8,349,5900000,1400000,9400000,3000000,2.7692307692307683,899999.9998875,0.34615384611057676,19700000,False,False,0
1,3700000,8700000,20,885,6200000,3500000,10900000,2600000,2.351351351351351,434999.99997825,0.11756756756168917,23200000,False,False,1
2,6200000,23800000,4,489,2900000,7500000,21300000,3300000,3.838709677419354,5949999.9985125,0.9596774191149192,35000000,False,True,1
3,1000000,2600000,6,341,2900000,1700000,3600000,1100000,2.5999999999999974,433333.3332611111,0.4333333332611107,9300000,False,True,0
1,6000000,20000000,12,637,10800000,4300000,20000000,8600000,3.333333333333333,1666666.6665277777,0.2777777777546296,43700000,True,False,1
1,9100000,31400000,4,304,14100000,16700000,30200000,9600000,3.45054945054945,7849999.998037499,0.8626373624217031,70600000,True,True,1
1,1700000,6700000,16,537,4300000,2900000,3500000,1100000,3.9411764705882333,418749.99997382815,0.24632352939636937,11800000,False,False,0
5,1700000,4600000,12,503,900000,2200000,4800000,1200000,2.705882352941175,383333.3333013889,0.2254901960596404,9100000,True,True,0
1,7100000,14300000,12,720,4600000,500000,27300000,8400000,2.014084507042253,1191666.6665673612,0.16784037557286777,40800000,False,False,1
5,9400000,36800000,10,509,20700000,7400000,22400000,6300000,3.914893617021276,3679999.999632,0.39148936166297865,56800000,False,False,0
5,6200000,16400000,6,360,900000,7200000,22400000,6300000,2.64516129032258,2733333.3328777775,0.44086021498028666,36800000,True,False,0
1,8300000,31800000,16,818,23400000,7400000,32200000,8500000,3.831325301204819,1987499.9998757811,0.23945783131033505,71500000,False,False,1
1,8900000,21200000,8,716,5400000,9200000,23800000,7900000,2.382022471910112,2649999.99966875,0.2977528089515449,46300000,False,True,1
1,6500000,14800000,12,360,3500000,2100000,15000000,7300000,2.2769230769230764,1233333.3332305555,0.18974358972777775,27900000,False,True,0
3,8100000,26700000,10,895,5100000,9800000,17100000,9900000,3.296296296296296,2669999.999733,0.32962962959666664,41900000,False,True,1
2,4900000,13500000,8,328,10500000,8100000,18300000,3400000,2.755102040816326,1687499.9997890624,0.3443877550589923,40300000,True,False,0
4,9100000,26600000,2,812,23300000,11900000,33100000,10400000,2.9230769230769225,13299999.99335,1.461538460807692,78700000,False,False,1
3,9000000,33100000,16,456,23800000,7000000,26000000,7100000,3.677777777777777,2068749.999870703,0.22986111109674473,63900000,False,True,0
4,1300000,3900000,16,566,700000,200000,3400000,1600000,2.999999999999998,243749.99998476563,0.18749999998828112,5900000,False,True,1
1,6700000,25000000,20,598,5300000,12900000,13600000,7000000,3.731343283582089,1249999.9999375,0.18656716416977612,38800000,True,False,1
5,3200000,9300000,6,656,7000000,3200000,12700000,4200000,2.906249999999999,1549999.9997416667,0.4843749999192707,27100000,True,False,1
0,7500000,28700000,2,895,2000000,4100000,21500000,7200000,3.826666666666666,14349999.992825,1.9133333323766664,34800000,True,False,1
3,4900000,12800000,14,653,7300000,1000000,13000000,7200000,2.612244897959183,914285.7142204081,0.18658892126947102,28500000,False,False,1
1,700000,1800000,16,641,2100000,400000,1600000,900000,2.5714285714285676,112499.99999296875,0.16071428570424082,5000000,True,True,1
2,6400000,16500000,8,544,12100000,6300000,15200000,5400000,2.5781249999999996,2062499.9997421876,0.3222656249597168,39000000,False,False,0
0,3900000,14100000,20,811,5700000,3600000,10500000,5300000,3.6153846153846145,704999.99996475,0.18076923076019227,25100000,True,True,1
4,9700000,26900000,10,460,11400000,3900000,31400000,9300000,2.7731958762886593,2689999.999731,0.27731958760113395,56000000,False,False,0
5,3600000,12500000,12,795,10600000,2700000,11100000,4800000,3.4722222222222214,1041666.6665798611,0.2893518518277391,29200000,False,True,1
2,3400000,10300000,4,745,4900000,4000000,10000000,3900000,3.0294117647058814,2574999.99935625,0.7573529409871321,22800000,False,True,1
0,9800000,20100000,16,606,6200000,800000,37300000,8700000,2.051020408163265,1256249.9999214844,0.12818877550219226,53000000,True,False,1
1,5100000,14200000,6,451,6100000,7600000,11400000,5600000,2.7843137254901955,2366666.666272222,0.4640522875043572,30700000,True,False,0
4,5900000,11800000,8,479,11000000,1200000,15700000,3900000,1.9999999999999998,1474999.999815625,0.24999999996874994,31800000,False,True,0
5,1200000,2400000,14,495,1800000,1800000,4100000,1300000,1.9999999999999984,171428.57141632654,0.14285714284693868,9000000,False,False,0
2,9700000,30200000,14,769,23700000,13600000,26400000,7500000,3.1134020618556697,2157142.8569887755,0.22238586154523454,71200000,True,False,1
5,4700000,11800000,4,639,3600000,700000,9400000,5500000,2.51063829787234,2949999.9992625,0.6276595743111701,19200000,True,True,1
5,4200000,12500000,18,723,1200000,300000,12900000,6100000,2.9761904761904754,694444.4444058642,0.16534391533472953,20500000,False,False,1
4,9300000,26100000,16,623,11700000,10500000,21100000,10700000,2.806451612903225,1631249.999898047,0.1754032257954889,54000000,False,False,1
3,5300000,20800000,6,487,9700000,3400000,18500000,4200000,3.9245283018867916,3466666.666088889,0.6540880502054506,35800000,True,True,0
0,7600000,30100000,2,743,20700000,8700000,27600000,9600000,3.960526315789473,15049999.992475,1.980263156904605,66600000,False,False,1
2,6200000,16900000,12,754,2300000,4200000,15300000,7900000,2.725806451612903,1408333.3332159722,0.22715053761547935,29700000,False,False,1
0,8900000,21600000,10,552,2300000,9900000,20700000,11900000,2.426966292134831,2159999.9997839998,0.2426966291892134,44800000,False,False,1
4,7900000,27300000,10,560,23100000,14400000,28500000,10900000,3.4556962025316453,2729999.999727,0.34556962021860754,76900000,True,True,1
1,3500000,10800000,14,632,6900000,1500000,10900000,4200000,3.085714285714285,771428.5713734694,0.22040816324956264,23500000,False,True,1
2,5300000,16700000,18,339,4600000,3300000,12000000,4100000,3.1509433962264146,927777.7777262345,0.17505241089174234,24000000,False,False,0
2,1400000,3100000,4,881,3700000,400000,5000000,1100000,2.2142857142857126,774999.99980625,0.5535714284330353,10200000,True,False,1
1,9100000,23600000,20,535,2800000,17600000,26400000,4500000,2.593406593406593,1179999.999941,0.12967032966384612,51300000,True,True,0
4,4400000,17200000,4,563,4100000,3700000,12700000,2900000,3.9090909090909083,4299999.9989249995,0.9772727270284087,23400000,True,False,1
5,2800000,8200000,14,615,7400000,3300000,6700000,2700000,2.9285714285714275,585714.2856724489,0.20918367345444597,20100000,True,False,1
3,1300000,3300000,8,795,1400000,800000,4600000,1600000,2.5384615384615365,412499.9999484375,0.31730769226802863,8400000,True,False,1
4,8400000,28700000,14,878,23400000,8300000,23900000,8600000,3.416666666666666,2049999.9998535714,0.244047619030187,64200000,False,False,1
5,5300000,14000000,6,633,11800000,4500000,12800000,6100000,2.6415094339622636,2333333.3329444444,0.4402515722536687,35200000,False,True,1
2,6000000,13900000,4,533,3000000,9600000,14600000,4100000,2.3166666666666664,3474999.9991312497,0.5791666665218749,31300000,False,False,0
2,2100000,6800000,12,795,6100000,1900000,7200000,2400000,3.238095238095237,566666.6666194444,0.2698412698187829,17600000,True,True,1
0,4300000,11000000,4,374,7100000,7300000,9300000,4700000,2.5581395348837206,2749999.9993125,0.6395348835610464,28400000,True,False,0
4,7300000,22900000,12,848,6300000,2900000,28500000,4100000,3.1369863013698627,1908333.3331743055,0.2614155250923706,41800000,True,True,1
2,5200000,16200000,12,890,10500000,9600000,15800000,3900000,3.115384615384615,1349999.9998875,0.25961538459374994,39800000,False,False,1
3,4700000,9800000,14,444,8200000,300000,15700000,3800000,2.085106382978723,699999.99995,0.14893617020212763,28000000,False,False,0
4,7800000,28500000,4,803,15500000,11300000,21100000,9800000,3.6538461538461533,7124999.99821875,0.9134615382331729,57700000,False,False,1
3,500000,1900000,18,618,0,600000,1000000,400000,3.7999999999999923,105555.55554969136,0.2111111110993823,2000000,False,True,1
1,6000000,20300000,14,845,5000000,7800000,23700000,8700000,3.383333333333333,1449999.9998964285,0.24166666664940473,45200000,True,True,1
4,4800000,10800000,12,833,3000000,4000000,16400000,7100000,2.2499999999999996,899999.999925,0.18749999998437497,30500000,False,False,1
3,8900000,19300000,12,767,12000000,2200000,24700000,7700000,2.1685393258426964,1608333.3331993055,0.18071161047183204,46600000,False,True,1
1,1800000,4000000,16,747,700000,200000,4600000,900000,2.222222222222221,249999.999984375,0.13888888888020826,6400000,False,True,1
2,3000000,7000000,4,588,5300000,3400000,11900000,3400000,2.3333333333333326,1749999.9995625,0.5833333331874998,24000000,False,False,1
4,7700000,24500000,20,582,9800000,6600000,29100000,6500000,3.181818181818181,1224999.99993875,0.1590909090829545,52000000,True,False,1
1,8300000,20400000,14,348,5600000,12500000,29100000,4700000,2.4578313253012047,1457142.8570387755,0.1755593803661175,51900000,True,False,0
4,4200000,9400000,4,726,10000000,8100000,16100000,5500000,2.2380952380952377,2349999.9994125,0.5595238093839284,39700000,True,False,1
4,8000000,31200000,6,482,19800000,11500000,22200000,5700000,3.8999999999999995,5199999.999133334,0.6499999998916666,59200000,False,True,0
2,9400000,30000000,16,565,1200000,3900000,28200000,9000000,3.191489361702127,1874999.9998828124,0.19946808509391617,42300000,False,True,1
1,800000,2400000,16,872,2400000,1200000,1900000,900000,2.999999999999996,149999.999990625,0.18749999998828099,6400000,False,False,1
0,500000,1300000,4,825,600000,0,1800000,200000,2.5999999999999948,324999.99991875,0.6499999998374988,2600000,False,True,1
2,6100000,22300000,8,694,16200000,10900000,22900000,7200000,3.655737704918032,2787499.9996515624,0.4569672130576331,57200000,False,True,1
3,8500000,30800000,20,448,23000000,1400000,22900000,7900000,3.623529411764705,1539999.9999229999,0.1811764705791764,55200000,False,True,0
5,7600000,18000000,12,452,7900000,4300000,23800000,4700000,2.3684210526315788,1499999.999875,0.19736842103618418,40700000,False,True,0
3,8700000,17900000,12,897,16400000,3500000,31600000,12500000,2.0574712643678157,1491666.666542361,0.17145593868302997,64000000,True,False,1
4,9400000,20200000,10,803,24800000,1000000,34400000,4800000,2.1489361702127656,2019999.999798,0.2148936169997872,65000000,True,False,1
1,400000,900000,8,828,600000,500000,1500000,300000,2.2499999999999942,112499.9999859375,0.28124999996484307,2900000,True,True,1
0,2700000,7500000,6,832,7700000,1200000,10000000,2500000,2.777777777777777,1249999.9997916666,0.4629629628858023,21400000,False,False,1
1,2300000,5500000,6,861,1600000,1200000,4700000,1700000,2.391304347826086,916666.6665138889,0.39855072457125584,9200000,True,True,1
0,7500000,15900000,2,535,17500000,5700000,23600000,4500000,2.1199999999999997,7949999.996025,1.0599999994699998,51300000,False,False,0
4,7100000,19400000,16,363,17900000,2600000,22600000,4000000,2.7323943661971826,1212499.9999242187,0.1707746478766505,47100000,True,True,0
1,8800000,28600000,8,631,11000000,13200000,25000000,7700000,3.249999999999999,3574999.999553125,0.4062499999492187,56900000,True,True,1
2,8400000,20700000,6,513,500000,16400000,18800000,7900000,2.4642857142857135,3449999.999425,0.41071428564583323,43600000,True,False,0
0,4700000,16200000,16,317,12700000,400000,9400000,2500000,3.4468085106382973,1012499.9999367187,0.21542553190142946,25000000,False,True,0
1,6900000,19500000,2,809,6100000,10600000,22900000,9300000,2.826086956521739,9749999.995125,1.4130434775543474,48900000,False,False,1
3,2400000,8200000,10,531,6800000,1900000,5700000,2000000,3.416666666666665,819999.999918,0.34166666663249984,16400000,True,False,0
1,1600000,4800000,14,544,2200000,200000,6200000,1200000,2.9999999999999982,342857.1428326531,0.21428571427040805,9800000,True,True,0
0,3500000,7800000,14,366,6400000,3000000,13700000,4900000,2.2285714285714278,557142.8571030612,0.15918367345801743,28000000,False,False,0
0,3700000,12700000,14,797,1300000,1100000,12300000,3700000,3.4324324324324316,907142.8570780612,0.2451737451562327,18400000,True,False,1
1,3200000,12000000,16,597,6800000,1900000,7700000,2200000,3.749999999999999,749999.999953125,0.2343749999853515,18600000,True,False,1
2,7000000,22500000,12,632,12500000,4600000,20400000,4900000,3.214285714285714,1874999.99984375,0.26785714283482137,42400000,True,True,1
5,9300000,28300000,12,741,7600000,12900000,32400000,5200000,3.0430107526881716,2358333.3331368053,0.2535842293695489,58100000,True,False,1
0,200000,800000,20,331,300000,0,500000,100000,3.99999999999998,39999.999998,0.199999999989999,900000,True,False,0
4,6900000,16500000,8,426,3900000,5200000,18300000,9000000,2.3913043478260865,2062499.9997421876,0.2989130434408967,36400000,False,False,0
3,9000000,26500000,8,533,17100000,12400000,27800000,6000000,2.9444444444444438,3312499.9995859372,0.3680555555095485,63300000,True,False,0
1,6900000,22700000,16,394,3800000,4300000,27400000,8700000,3.2898550724637676,1418749.999911328,0.20561594201613448,44200000,True,False,0
0,7500000,25100000,14,877,21000000,11400000,16900000,10700000,3.3466666666666662,1792857.1427290817,0.2390476190305442,60000000,False,False,1
5,9200000,28000000,8,527,18700000,7700000,24400000,6400000,3.0434782608695645,3499999.9995625,0.3804347825611412,57200000,True,False,0
1,4600000,12700000,8,468,10400000,0,14500000,3900000,2.7608695652173907,1587499.9998015624,0.34510869560903523,28800000,False,False,0
4,5000000,19600000,18,611,13400000,4400000,14400000,4600000,3.9199999999999995,1088888.8888283952,0.217777777765679,36800000,False,True,1
2,4500000,17200000,6,832,2700000,8500000,10900000,6700000,3.8222222222222215,2866666.6661888887,0.637037036930864,28800000,False,False,1
0,7900000,22700000,18,508,6600000,7000000,31600000,8900000,2.873417721518987,1261111.1110410495,0.15963431785329738,54100000,False,False,0
5,5100000,13500000,20,840,1400000,5300000,14700000,4500000,2.6470588235294112,674999.99996625,0.1323529411698529,25900000,True,False,1
4,3700000,7600000,14,794,9500000,7300000,12100000,4500000,2.0540540540540535,542857.1428183673,0.1467181467076668,33400000,False,False,1
1,5300000,17800000,12,889,15300000,500000,14900000,6800000,3.358490566037735,1483333.3332097223,0.2798742138131551,37500000,True,False,1
4,200000,500000,16,765,600000,100000,600000,100000,2.4999999999999876,31249.999998046875,0.1562499999902336,1400000,True,False,1
3,9000000,18600000,16,518,18400000,17600000,28900000,10300000,2.0666666666666664,1162499.9999273438,0.12916666665859372,75200000,False,True,0
3,6900000,17100000,4,694,4200000,6100000,27000000,6000000,2.478260869565217,4274999.99893125,0.6195652172364129,43300000,True,False,1
2,700000,2300000,8,663,700000,500000,2800000,1000000,3.2857142857142807,287499.9999640625,0.41071428566294577,5000000,True,False,1
0,2500000,8900000,2,662,4000000,2100000,9700000,3000000,3.5599999999999987,4449999.997775,1.779999999109999,18800000,False,False,1
0,4600000,14400000,14,642,10100000,8700000,11100000,4800000,3.130434782608695,1028571.4284979592,0.22360248445607803,34700000,True,False,1
4,1000000,3900000,10,701,2200000,1000000,4000000,900000,3.899999999999996,389999.999961,0.3899999999609996,8100000,False,False,1
4,9200000,30100000,6,632,23700000,6600000,34200000,6200000,3.271739130434782,5016666.665830555,0.545289854981582,70700000,True,True,1
3,2200000,4400000,2,861,1300000,2600000,4500000,2300000,1.9999999999999991,2199999.9989,0.9999999994999996,10700000,False,True,1
4,9700000,33300000,12,784,14600000,15800000,37900000,6500000,3.432989690721649,2774999.99976875,0.28608247420296384,74800000,False,True,1
0,5500000,18200000,4,332,8100000,4000000,16400000,5600000,3.3090909090909086,4549999.9988625,0.827272727065909,34100000,False,True,1
4,1300000,3400000,2,763,3800000,200000,5100000,1400000,2.6153846153846136,1699999.9991499998,1.3076923070384605,10500000,True,True,1
1,7900000,19100000,2,593,20800000,12200000,26100000,7800000,2.4177215189873413,9549999.995225,1.2088607588892402,66900000,True,True,1
2,4300000,8800000,6,512,7200000,6500000,16900000,2700000,2.0465116279069764,1466666.6664222223,0.34108527126098187,33300000,True,False,0
0,3800000,13300000,6,655,9600000,0,8600000,2600000,3.499999999999999,2216666.666297222,0.5833333332361109,20800000,True,False,1
3,8700000,24700000,8,369,4000000,800000,31100000,4800000,2.8390804597701145,3087499.9996140623,0.3548850574269036,40700000,True,False,0
3,1300000,3100000,14,348,1500000,600000,3900000,600000,2.384615384615383,221428.5714127551,0.1703296703175038,6600000,False,False,0
1,6800000,16800000,10,736,2000000,2600000,23800000,5600000,2.4705882352941173,1679999.999832,0.24705882350470584,34000000,True,True,1
1,9100000,24000000,20,353,25100000,9200000,26100000,10900000,2.637362637362637,1199999.99994,0.13186813186153842,71300000,True,False,0
0,3000000,11300000,16,478,5600000,2000000,9800000,2000000,3.7666666666666657,706249.9999558594,0.23541666665195304,19400000,False,False,0
0,1200000,3000000,4,827,3200000,600000,2300000,1500000,2.4999999999999982,749999.9998125,0.6249999998437495,7600000,True,True,1
1,5000000,16900000,12,517,2200000,1500000,15500000,5400000,3.3799999999999994,1408333.3332159722,0.2816666666431944,24600000,True,True,0
5,9700000,24700000,18,648,15100000,600000,25200000,6800000,2.546391752577319,1372222.2221459877,0.14146620846865848,47700000,False,True,1
2,7000000,23800000,10,689,8400000,5400000,15700000,7800000,3.3999999999999995,2379999.999762,0.33999999996599994,37300000,True,True,1
1,4100000,9100000,20,550,9900000,5200000,10800000,4800000,2.2195121951219505,454999.99997725,0.11097560975054875,30700000,False,False,1
0,5300000,12900000,20,826,15500000,6800000,12000000,5200000,2.433962264150943,644999.99996775,0.12169811320146225,39500000,False,True,1
1,7300000,19200000,14,599,18400000,5400000,15900000,3700000,2.6301369863013697,1371428.5713306123,0.1878669275795359,43400000,True,False,1
1,6500000,18500000,16,815,6300000,10000000,13400000,4000000,2.846153846153846,1156249.9999277343,0.17788461537349756,33700000,False,False,1
4,600000,1400000,4,761,800000,500000,2100000,300000,2.333333333333329,349999.9999125,0.5833333331874989,3700000,False,True,1
3,5200000,15000000,20,432,6900000,5000000,15600000,5100000,2.884615384615384,749999.9999625,0.14423076922355765,32600000,True,True,0
4,2800000,9200000,18,442,5800000,4800000,8400000,1300000,3.2857142857142847,511111.11108271603,0.1825396825295414,20300000,True,True,0
1,7800000,23300000,6,620,3500000,2100000,22200000,7600000,2.987179487179487,3883333.332686111,0.4978632477802706,35400000,False,True,1
2,3000000,6500000,4,476,7900000,300000,9400000,1500000,2.166666666666666,1624999.9995937499,0.5416666665312498,19100000,False,False,0
4,9300000,34900000,6,837,27400000,800000,21400000,8500000,3.75268817204301,5816666.665697223,0.6254480285695937,58100000,False,False,1
3,5100000,18000000,6,510,13400000,6600000,17200000,7600000,3.529411764705882,2999999.9995,0.5882352940196077,44800000,True,True,0
4,4300000,16100000,18,849,3800000,6600000,17100000,6400000,3.744186046511627,894444.4443947531,0.2080103359057565,33900000,True,True,1
3,1100000,2100000,8,737,2900000,2000000,2500000,900000,1.9090909090909074,262499.99996718747,0.23863636360653387,8300000,False,False,1
2,6500000,16200000,10,809,14000000,4700000,13200000,8600000,2.492307692307692,1619999.999838,0.2492307692058461,40500000,False,False,1
3,6400000,23000000,8,520,12100000,11400000,16000000,3800000,3.5937499999999996,2874999.999640625,0.4492187499438476,43300000,True,False,0
2,7400000,22500000,16,834,6400000,12600000,15700000,6000000,3.0405405405405403,1406249.9999121095,0.19003378377190666,40700000,True,False,1
4,8700000,32100000,8,397,8900000,17000000,34700000,4800000,3.6896551724137923,4012499.9994984376,0.4612068964940732,65400000,False,False,0
0,9200000,24700000,14,438,4800000,16000000,20600000,10700000,2.6847826086956514,1764285.7141596938,0.1917701863217058,52100000,True,False,0
1,6200000,19700000,18,820,11200000,3400000,15600000,4700000,3.177419354838709,1094444.444383642,0.17652329748123255,34900000,False,True,1
1,1200000,4600000,20,323,2000000,1700000,2600000,1400000,3.8333333333333304,229999.9999885,0.19166666665708318,7700000,True,False,0
1,7000000,20300000,14,837,7700000,2200000,19700000,5500000,2.8999999999999995,1449999.9998964285,0.2071428571280612,35100000,True,True,1
5,3800000,10100000,2,571,7400000,6600000,12600000,3300000,2.6578947368421044,5049999.997475,1.3289473677565786,29900000,False,True,1
0,4900000,16300000,14,479,1600000,6400000,18600000,2700000,3.3265306122448974,1164285.714202551,0.237609329429092,29300000,False,False,0
2,7800000,22100000,6,533,11900000,2500000,19300000,10800000,2.833333333333333,3683333.3327194443,0.47222222214351844,44500000,False,True,0
1,7400000,17200000,8,899,16500000,8700000,16700000,4900000,2.324324324324324,2149999.99973125,0.29054054050422295,46800000,True,True,1
1,7000000,26600000,16,460,20500000,3300000,27700000,4600000,3.7999999999999994,1662499.9998960937,0.23749999998515622,56100000,True,False,0
1,4900000,12500000,2,636,14200000,6400000,13900000,5000000,2.551020408163265,6249999.996875,1.2755102034438774,39500000,True,False,1
3,5800000,20600000,20,434,8400000,2700000,22600000,7000000,3.551724137931034,1029999.9999485,0.17758620688767238,40700000,True,False,0
5,2000000,6900000,18,516,4600000,3400000,6500000,1600000,3.4499999999999984,383333.33331203705,0.19166666665601845,16100000,True,False,0
4,8300000,24600000,2,382,1400000,1200000,16700000,6600000,2.9638554216867465,12299999.99385,1.4819277101024095,25900000,False,False,0
0,1000000,2800000,12,616,700000,700000,3900000,700000,2.799999999999997,233333.3333138889,0.23333333331388864,6000000,False,True,1
3,5500000,11600000,6,745,9400000,8000000,12800000,5400000,2.109090909090909,1933333.333011111,0.3515151514565656,35600000,False,False,1
5,1400000,3400000,6,697,2000000,500000,4600000,1600000,2.428571428571427,566666.6665722223,0.4047619046944442,8700000,False,False,1
4,3700000,12300000,6,364,5900000,4200000,13700000,4400000,3.3243243243243237,2049999.9996583334,0.5540540539617116,28200000,False,False,0
2,2100000,6900000,2,566,700000,1500000,8100000,1000000,3.2857142857142843,3449999.9982749997,1.6428571420357134,11300000,True,True,1
4,6200000,21900000,12,462,9400000,2000000,16600000,8300000,3.5322580645161286,1824999.9998479167,0.2943548386851478,36300000,True,False,0
0,9300000,31900000,2,331,7100000,11200000,23700000,8000000,3.4301075268817196,15949999.992025,1.7150537625833329,50000000,True,False,1
3,5100000,10300000,12,839,13400000,5400000,10700000,7500000,2.0196078431372544,858333.3332618056,0.16830065358074617,37000000,True,True,1
0,7000000,14000000,4,702,9000000,3100000,21400000,7600000,1.9999999999999998,3499999.999125,0.49999999987499993,41100000,False,True,1
3,5300000,17900000,2,580,10200000,6400000,11600000,3600000,3.377358490566037,8949999.995524999,1.6886792444386787,31800000,False,True,1
3,900000,2800000,10,560,2700000,300000,1900000,1300000,3.1111111111111076,279999.999972,0.31111111107999967,6200000,False,False,1
4,9400000,25700000,14,845,27300000,4100000,26500000,12200000,2.7340425531914887,1835714.2855831631,0.19528875378544286,70100000,True,True,1
4,2600000,8500000,4,392,5500000,100000,8800000,2900000,3.2692307692307683,2124999.99946875,0.8173076921033651,17300000,True,True,1
2,1500000,4900000,16,387,0,2400000,3700000,1300000,3.266666666666665,306249.9999808594,0.20416666665390615,7400000,False,False,0
1,1800000,6300000,12,749,4200000,200000,3800000,2700000,3.4999999999999982,524999.99995625,0.29166666664236096,10900000,False,True,1
3,7800000,20000000,14,727,4600000,7200000,17300000,8600000,2.564102564102564,1428571.4284693878,0.183150183137101,37700000,False,True,1
3,2100000,7400000,14,656,5600000,400000,5200000,2800000,3.5238095238095224,528571.4285336735,0.2517006802541301,14000000,False,True,1
0,8300000,17500000,20,643,24800000,8900000,18800000,5100000,2.1084337349397586,874999.99995625,0.10542168674171686,57600000,True,True,1
2,4400000,16800000,4,307,12800000,7200000,9700000,5800000,3.8181818181818175,4199999.99895,0.9545454543068179,35500000,True,True,1
2,2300000,5000000,16,588,2000000,3500000,7000000,1500000,2.17391304347826,312499.99998046877,0.13586956520889942,14000000,True,False,1
3,7700000,22300000,20,895,22200000,13300000,23900000,9100000,2.8961038961038956,1114999.99994425,0.14480519479795453,68500000,False,True,1
0,9300000,29400000,10,351,24200000,6800000,35800000,6100000,3.1612903225806446,2939999.999706,0.31612903222645156,72900000,True,True,0
5,5900000,16400000,12,891,10200000,10400000,19600000,4700000,2.7796610169491522,1366666.6665527779,0.23163841805979282,44900000,True,False,1
5,1900000,4900000,4,442,3200000,2100000,5800000,900000,2.5789473684210513,1224999.99969375,0.6447368419440787,12000000,True,True,0
0,6900000,19500000,20,686,2300000,8700000,16400000,6200000,2.826086956521739,974999.99995125,0.14130434781902174,33600000,True,False,1
4,2100000,8200000,20,432,6000000,900000,5600000,1000000,3.904761904761903,409999.9999795,0.19523809522833327,13500000,False,True,0
0,8200000,20900000,14,766,4400000,12300000,18400000,12100000,2.5487804878048776,1492857.1427505102,0.18205574911591588,47200000,True,False,1
4,7700000,17200000,6,561,6000000,5000000,15400000,6800000,2.2337662337662336,2866666.6661888887,0.37229437223232315,33200000,True,False,1
5,7700000,19000000,2,539,4000000,14500000,29300000,4100000,2.4675324675324672,9499999.99525,1.2337662331493504,51900000,True,False,0
1,700000,1400000,6,759,1000000,500000,2600000,700000,1.9999999999999971,233333.33329444446,0.3333333332777773,4800000,False,False,1
5,7100000,18200000,8,750,21000000,7900000,20800000,5300000,2.5633802816901405,2274999.999715625,0.3204225351712147,55000000,False,False,1
2,3900000,13600000,10,373,11600000,1000000,8400000,3600000,3.4871794871794863,1359999.999864,0.3487179486830768,24600000,False,False,0
1,5200000,20500000,10,407,1100000,3400000,18200000,3800000,3.9423076923076916,2049999.999795,0.3942307691913461,26500000,True,True,0
4,5500000,20200000,14,611,13700000,5700000,15100000,7200000,3.672727272727272,1442857.1427540816,0.2623376623189239,41700000,True,False,1
3,2600000,6300000,10,783,6500000,2400000,6500000,2600000,2.423076923076922,629999.999937,0.24230769228346144,18000000,False,False,1
0,7300000,24000000,18,651,16600000,100000,19600000,4500000,3.2876712328767117,1333333.3332592594,0.18264840181633687,40800000,True,True,1
3,8700000,31100000,16,760,400000,1800000,19300000,4800000,3.57471264367816,1943749.9998785157,0.2234195402159213,26300000,False,False,0
3,9000000,22700000,16,793,11700000,10800000,35000000,7000000,2.5222222222222217,1418749.999911328,0.15763888887903643,64500000,False,False,1
4,400000,800000,16,685,500000,300000,1300000,600000,1.9999999999999951,49999.999996875,0.12499999999218718,2700000,False,False,1
2,3300000,10700000,8,806,5700000,600000,11500000,4900000,3.2424242424242413,1337499.9998328125,0.4053030302523673,22700000,True,True,1
1,6300000,17800000,12,770,6000000,3000000,17000000,3200000,2.825396825396825,1483333.3332097223,0.2354497354301146,29200000,True,False,1
0,7000000,23600000,14,663,13800000,9100000,21300000,7200000,3.371428571428571,1685714.2855938775,0.24081632651341103,51400000,True,False,1
2,2100000,8100000,4,592,2000000,2500000,7900000,2700000,3.8571428571428554,2024999.99949375,0.9642857140446425,15100000,False,True,1
3,7600000,26300000,18,580,19100000,14600000,25500000,5100000,3.4605263157894735,1461111.1110299383,0.19225146197762344,64300000,True,False,1
1,8200000,17500000,4,609,4500000,5600000,24100000,7700000,2.1341463414634143,4374999.99890625,0.5335365852324695,41900000,False,False,1
3,9200000,23200000,8,380,13100000,15500000,18900000,6100000,2.5217391304347823,2899999.9996375,0.3152173912649456,53600000,True,True,0
3,3800000,12100000,20,364,4100000,5100000,11600000,3000000,3.1842105263157885,604999.99996975,0.1592105263078289,23800000,False,False,0
1,3200000,8900000,12,866,5100000,700000,9900000,2400000,2.781249999999999,741666.6666048612,0.23177083331401904,18100000,False,False,1
4,9700000,31700000,10,342,700000,100000,36700000,12000000,3.2680412371134016,3169999.999683,0.32680412367865974,49500000,True,False,0
5,4700000,14400000,16,884,9900000,4400000,9300000,3800000,3.063829787234042,899999.99994375,0.19148936169015954,27400000,False,False,1
4,3800000,12500000,18,859,3900000,4600000,8200000,2700000,3.2894736842105257,694444.4444058642,0.18274853800154317,19400000,False,True,1
4,400000,1000000,20,692,500000,400000,1600000,200000,2.499999999999994,49999.9999975,0.1249999999937497,2700000,False,False,1
4,3200000,6800000,16,675,8000000,1900000,6800000,4000000,2.1249999999999996,424999.9999734375,0.1328124999916992,20700000,True,True,1
